Gene1,Gene2,Score
SATB1,REXO4,391.0
SATB1,LY9,366.0
SATB1,ACOX3,539.0
SATB1,ZFP35,419.0
SATB1,PGLYRP2,426.0
SATB1,NECAP2,393.0
SATB1,MGAT1,493.0
SATB1,RPTOR,356.0
SATB1,CENPO,439.0
SATB1,EIF3B,342.0
SATB1,TIMM29,283.0
SATB1,LMAN2L,582.0
SATB1,SEC23IP,524.0
SATB1,ADK,485.0
SATB1,TAB1,398.0
SATB1,ALDH18A1,444.0
SATB1,PRMT5,446.0
SATB1,TOMM40,716.0
SATB1,INO80D,368.0
SATB1,TARS,550.0
SATB1,METTL7A1,572.0
SATB1,FAM102B,581.0
SATB1,ECT2,342.0
SATB1,RCOR1,372.0
SATB1,NDUFA10,496.0
SATB1,DCAF13,594.0
SATB1,OTUD6B,559.0
SATB1,LRRC59,341.0
SATB1,ITGAL,367.0
SATB1,FEM1B,321.0
SATB1,GMFB,431.0
SATB1,SUPV3L1,373.0
SATB1,ABHD17B,443.0
SATB1,MORC3,529.0
SATB1,DPP8,346.0
SATB1,RGS18,1636.0
SATB1,NSUN2,327.0
SATB1,OASL2,303.0
SATB1,DHX33,283.0
SATB1,F13A1,490.0
SATB1,NAA50,257.0
SATB1,CBX5,317.0
SATB1,MCM7,368.0
SATB1,DNAJC11,265.0
SATB1,PHF5A,342.0
SATB1,GBP3,277.0
SATB1,TSPAN14,580.0
SATB1,PNO1,353.0
SATB1,IRF9,318.0
SATB1,TMX3,470.0
SATB1,MARS,248.0
SATB1,SMC2,399.0
SATB1,PTPRE,337.0
SATB1,NCEH1,362.0
SATB1,CKS2,708.0
SATB1,CD274,277.0
SATB1,RPN1,653.0
SATB1,GPRASP1,346.0
SATB1,ACSS1,341.0
SATB1,COLGALT1,368.0
SATB1,DEF8,260.0
SATB1,BYSL,338.0
SATB1,MLLT3,333.0
SATB1,ELOVL5,524.0
SATB1,EYA2,271.0
SATB1,EPRS,318.0
SATB1,POR,245.0
SATB1,TACC3,384.0
SATB1,PLA2G15,317.0
SATB1,CS,290.0
SATB1,CCNA2,449.0
SATB1,ATAD2,356.0
SATB1,RELB,320.0
SATB1,DENND1C,268.0
SATB1,PLEKHO2,356.0
SATB1,PLIN3,229.0
SATB1,FAM136A,250.0
SATB1,FEM1A,707.0
SATB1,KIF20B,486.0
SATB1,GIMAP6,232.0
SATB1,IMMT,339.0
SATB1,CIPC,331.0
SATB1,KAT7,297.0
SATB1,MRPL20,269.0
SATB1,RAD21,564.0
SATB1,CLPTM1L,342.0
SATB1,ABCB8,439.0
SATB1,PRPF4,226.0
SATB1,API5,337.0
SATB1,CAMK2D,237.0
SATB1,IFRD2,316.0
SATB1,AHCYL1,291.0
SATB1,MIEF1,395.0
SATB1,FOXRED1,433.0
SATB1,XPC,260.0
SATB1,BIRC5,286.0
SATB1,UAP1,338.0
SATB1,TBC1D9B,569.0
SATB1,PSMD6,203.0
SATB1,KIF11,297.0
SATB1,TMEM173,448.0
SATB1,E2F4,301.0
SATB1,TCP11L2,263.0
SATB1,PPID,220.0
SATB1,PIK3R2,292.0
SATB1,NUS1,338.0
SATB1,TECPR1,269.0
SATB1,TNPO1,259.0
SATB1,ARL8B,354.0
SATB1,TMEM184C,420.0
SATB1,ARID5A,227.0
SATB1,YPEL3,383.0
SATB1,TBC1D10C,272.0
SATB1,HSPH1,490.0
SATB1,DOK2,304.0
SATB1,FASTKD2,247.0
SATB1,ZBTB20,326.0
SATB1,HARS,257.0
SATB1,OSBPL8,235.0
SATB1,TPX2,760.0
SATB1,ZDHHC6,356.0
SATB1,PPAT,193.0
SATB1,RRM1,252.0
SATB1,GFM1,346.0
SATB1,PSMC2,350.0
SATB1,PPP1R15A,316.0
SATB1,NEDD1,403.0
SATB1,ZFP53,438.0
SATB1,PLD3,272.0
SATB1,PSTPIP1,226.0
SATB1,CSTF2,372.0
SATB1,MDN1,406.0
SATB1,WDR43,281.0
SATB1,CALCRL,352.0
SATB1,ADO,253.0
SATB1,PDE4B,288.0
SATB1,DTL,212.0
SATB1,GPR65,323.0
SATB1,CDK1,614.0
SATB1,EFTUD2,317.0
SATB1,FIGNL1,214.0
SATB1,POLE3,377.0
SATB1,TEX10,276.0
SATB1,GTF2F1,347.0
SATB1,ANXA5,290.0
SATB1,ADSL,231.0
SATB1,RGS1,524.0
SATB1,FAM111A,899.0
SATB1,TMEM33,336.0
SATB1,HUS1,284.0
SATB1,INCENP,218.0
SATB1,SLA,343.0
SATB1,CD52,457.0
SATB1,CTSO,376.0
SATB1,GABBR1,352.0
SATB1,TMEM206,223.0
SATB1,NWD1,236.0
SATB1,9530068E07RIK,285.0
SATB1,TXNIP,217.0
SATB1,NDUFV1,290.0
SATB1,RABGGTB,363.0
SATB1,TXNDC11,318.0
SATB1,EIF4ENIF1,860.0
SATB1,LONP2,319.0
SATB1,MCM4,216.0
SATB1,PPP1CB,281.0
SATB1,TMEM154,226.0
SATB1,SOAT1,228.0
SATB1,GEMIN5,569.0
SATB1,TRPS1,219.0
SATB1,MED16,223.0
SATB1,PTPN7,314.0
SATB1,IDH3A,612.0
SATB1,WDR5,331.0
SATB1,ATP1B3,250.0
SATB1,ABCE1,292.0
SATB1,SHISA5,313.0
SATB1,SGO1,241.0
SATB1,CD69,247.0
SATB1,PA2G4,430.0
SATB1,ATP13A1,254.0
SATB1,ATP8B4,245.0
SATB1,SLC35A4,192.0
SATB1,MAML3,283.0
SATB1,OTUD4,207.0
SATB1,MYC,1062.0
SATB1,COPB1,240.0
SATB1,PHB2,199.0
SATB1,NOP2,261.0
SATB1,PATL1,291.0
SATB1,SLA2,245.0
SATB1,SYK,775.0
SATB1,ABL2,298.0
SATB1,EEF1E1,337.0
SATB1,IPO9,371.0
SATB1,GRIA3,284.0
SATB1,PSMD9,365.0
SATB1,DUT,290.0
SATB1,WSB1,220.0
SATB1,RARS,228.0
SATB1,PSMG2,203.0
SATB1,ME2,458.0
SATB1,SLC30A5,342.0
SATB1,STXBP4,235.0
SATB1,CTLA2A,503.0
SATB1,NUP155,395.0
SATB1,RFC4,361.0
SATB1,DHFR,218.0
SATB1,KCTD12,189.0
SATB1,CD53,846.0
SATB1,H2-OB,520.0
SATB1,AKNA,255.0
SATB1,ZFP422,210.0
SATB1,FGFR1OP,273.0
SATB1,AURKA,261.0
SATB1,SERPINB9,491.0
SATB1,TFG,308.0
SATB1,ATF7,234.0
SATB1,POLR1B,316.0
SATB1,HIF3A,284.0
SATB1,TEC,345.0
SATB1,KCTD20,232.0
SATB1,JPT1,467.0
SATB1,CDCA7,177.0
SATB1,MKI67,303.0
SATB1,LAP3,330.0
SATB1,NCAPG2,262.0
SATB1,NRROS,230.0
SATB1,STT3A,222.0
SATB1,IIGP1,671.0
SATB1,UBA7,472.0
SATB1,NFE2,471.0
SATB1,TIPIN,498.0
SATB1,SLC31A1,167.0
SATB1,MCM3,182.0
SATB1,DNAJC10,407.0
SATB1,CKAP2L,143.0
SATB1,GNL3,206.0
SATB1,RORA,354.0
SATB1,LTB,231.0
SATB1,CDC6,371.0
SATB1,MAPK1,193.0
SATB1,ALDH9A1,305.0
SATB1,CBFB,156.0
SATB1,SEH1L,215.0
SATB1,ISG20,209.0
SATB1,TOPORS,336.0
SATB1,NUP107,327.0
SATB1,RMND5A,229.0
SATB1,CTC1,142.0
SATB1,NUP93,224.0
SATB1,IFI203,575.0
SATB1,BCL2,450.0
SATB1,NUP85,214.0
SATB1,NARS,207.0
SATB1,HASPIN,167.0
SATB1,SERPINB6A,289.0
SATB1,RGCC,190.0
SATB1,ASF1B,174.0
SATB1,RTEL1,219.0
SATB1,EPSTI1,243.0
SATB1,MOGS,307.0
SATB1,ATRN,174.0
SATB1,ATAD1,215.0
SATB1,CDCA5,203.0
SATB1,PRKCH,220.0
SATB1,UBASH3A,225.0
SATB1,CSGALNACT2,187.0
SATB1,PCMTD1,303.0
SATB1,CCL9,513.0
SATB1,GBP7,160.0
SATB1,RORC,219.0
SATB1,RTP4,375.0
SATB1,GIMAP1,185.0
SATB1,DNAJC5,192.0
SATB1,CLN5,290.0
SATB1,CENPE,174.0
SATB1,PUS7,325.0
SATB1,UBE2L6,214.0
SATB1,SERP1,273.0
SATB1,IL27RA,256.0
SATB1,MAPKAPK3,200.0
SATB1,CNIH1,176.0
SATB1,CTR9,188.0
SATB1,MTMR4,215.0
SATB1,POLD1,209.0
SATB1,NOLC1,261.0
SATB1,PFKP,170.0
SATB1,TSPOAP1,200.0
SATB1,SPC24,254.0
SATB1,GARS,204.0
SATB1,ELF1,201.0
SATB1,STAT2,307.0
SATB1,RGS19,378.0
SATB1,PRELID3B,242.0
SATB1,HAT1,298.0
SATB1,ARFGEF2,309.0
SATB1,4833439L19RIK,202.0
SATB1,BUB1,273.0
SATB1,SERPINB6B,254.0
SATB1,HDAC7,197.0
SATB1,DUSP1,189.0
SATB1,SYNJ1,338.0
SATB1,MFSD1,180.0
SATB1,JARID2,258.0
SATB1,ST8SIA4,239.0
SATB1,CST7,189.0
SATB1,TOMM70A,186.0
SATB1,RANBP3,218.0
SATB1,NUDCD1,142.0
SATB1,PPM1F,272.0
SATB1,EIF2B1,219.0
SATB1,TRIM35,239.0
SATB1,ZHX1,185.0
SATB1,HMGB2,162.0
SATB1,GALNS,313.0
SATB1,CENPK,241.0
SATB1,PBK,209.0
SATB1,FCHO2,204.0
SATB1,TSC22D1,301.0
SATB1,MGAT5,187.0
SATB1,ARL6IP6,191.0
SATB1,ZNRF2,131.0
SATB1,VSIR,284.0
SATB1,MIS12,332.0
SATB1,BDH2,434.0
SATB1,TUBGCP2,248.0
SATB1,MR1,280.0
SATB1,TRMT6,209.0
SATB1,MSMO1,227.0
SATB1,TMX4,199.0
SATB1,NDRG2,188.0
SATB1,VKORC1L1,137.0
SATB1,SLBP,149.0
SATB1,KPNA3,233.0
SATB1,PTTG1IP,219.0
SATB1,PRC1,413.0
SATB1,UNC93B1,367.0
SATB1,TLR4,494.0
SATB1,MTCH2,325.0
SATB1,STIP1,133.0
SATB1,RPAP1,164.0
SATB1,FBXO5,177.0
SATB1,ZFP24,256.0
SATB1,SLC35B4,260.0
SATB1,METAP1,374.0
SATB1,SMPD4,259.0
SATB1,COQ8A,230.0
SATB1,SLC39A6,166.0
SATB1,ELP2,166.0
SATB1,MFNG,166.0
SATB1,SGPP1,267.0
SATB1,PANX1,220.0
SATB1,HDAC2,192.0
SATB1,TYMS,400.0
SATB1,PWP2,199.0
SATB1,PIP4K2A,227.0
SATB1,CHRNB1,240.0
SATB1,ITIH5,175.0
SATB1,RB1,183.0
SATB1,CDC45,161.0
SATB1,SPCS3,273.0
SATB1,DNAJC9,250.0
SATB1,OSTM1,228.0
SATB1,GLB1,194.0
SATB1,UBR7,327.0
SATB1,BUB1B,149.0
SATB1,SELL,146.0
SATB1,PLA2G12A,208.0
SATB1,NUBP2,201.0
SATB1,FTSJ3,133.0
SATB1,RPS6KA5,177.0
SATB1,MTO1,274.0
SATB1,JUN,217.0
SATB1,FASTKD3,270.0
SATB1,SLC35E1,230.0
SATB1,EAF1,173.0
SATB1,GMIP,130.0
SATB1,GTF2H1,152.0
SATB1,PREP,196.0
SATB1,DDX1,243.0
SATB1,LSP1,203.0
SATB1,ZFP451,208.0
SATB1,TFRC,248.0
SATB1,PDIA4,195.0
SATB1,TIMM50,160.0
SATB1,DDX60,217.0
SATB1,MS4A6C,472.0
SATB1,CDT1,199.0
SATB1,TBC1D5,206.0
SATB1,SFXN1,193.0
SATB1,HDGF,292.0
SATB1,SEC24D,160.0
SATB1,SH3BGRL,198.0
SATB1,MEMO1,201.0
SATB1,NDC80,200.0
SATB1,PFKFB3,155.0
SATB1,ANKRD44,123.0
SATB1,RPRD1B,224.0
SATB1,UHRF1,479.0
SATB1,UQCRFS1,245.0
SATB1,CKAP2,309.0
SATB1,FCGR2B,406.0
SATB1,CKS1B,139.0
SATB1,FBXW11,202.0
SATB1,SETD2,141.0
SATB1,CBX7,233.0
SATB1,PRMT7,273.0
SATB1,PSEN1,190.0
SATB1,CREBRF,265.0
SATB1,AP1S2,132.0
SATB1,THADA,162.0
SATB1,IFI27L2A,150.0
SATB1,NFKBIA,128.0
SATB1,CSRP3,251.0
SATB1,SLC44A2,128.0
SATB1,POLR2B,219.0
SATB1,QARS,150.0
SATB1,PLAA,202.0
SATB1,AURKB,339.0
SATB1,GPD1L,311.0
SATB1,PHKB,234.0
SATB1,RACGAP1,289.0
SATB1,NAMPT,144.0
SATB1,USP37,144.0
SATB1,1700017B05RIK,167.0
SATB1,FRRS1,172.0
SATB1,KIF22,215.0
SATB1,HACD4,422.0
SATB1,SHMT1,236.0
SATB1,CSE1L,182.0
SATB1,USP42,159.0
SATB1,PTDSS1,177.0
SATB1,SZT2,219.0
SATB1,RCC1,142.0
SATB1,IGSF6,337.0
SATB1,NCAPD2,130.0
SATB1,NDC1,145.0
SATB1,GANAB,226.0
SATB1,EDEM1,239.0
SATB1,MYO1F,371.0
SATB1,MPZL1,170.0
SATB1,GMCL1,196.0
SATB1,GGTA1,228.0
SATB1,TTLL12,291.0
SATB1,OTULINL,186.0
SATB1,NUAK2,248.0
SATB1,FCGR3,220.0
SATB1,CENPF,193.0
SATB1,CYFIP2,315.0
SATB1,RPA2,164.0
SATB1,HYOU1,246.0
SATB1,MCM5,175.0
SATB1,LIG1,132.0
SATB1,AGPS,169.0
SATB1,TRMT11,209.0
SATB1,PTPRS,238.0
SATB1,ERGIC1,189.0
SATB1,BCAP29,156.0
SATB1,STRAP,179.0
SATB1,PRSS57,192.0
SATB1,9430015G10RIK,188.0
SATB1,MXD3,308.0
SATB1,ELMO2,161.0
SATB1,MCOLN2,167.0
SATB1,HMBS,209.0
SATB1,TCF19,240.0
SATB1,MTMR1,208.0
SATB1,MTR,136.0
SATB1,PSAT1,231.0
SATB1,ACOT9,209.0
SATB1,USP11,160.0
SATB1,TYROBP,338.0
SATB1,ETF1,142.0
SATB1,EGR1,123.0
SATB1,TBL3,187.0
SATB1,SLC20A1,165.0
SATB1,CDCA3,132.0
SATB1,BACE1,280.0
SATB1,MTFR1,222.0
SATB1,GBP2,235.0
SATB1,G6PDX,189.0
SATB1,BTG2,164.0
SATB1,ACLY,148.0
SATB1,SESN1,147.0
SATB1,SERPINB1A,189.0
SATB1,ATP11C,137.0
SATB1,REL,117.0
SATB1,XRCC6,154.0
SATB1,WDR55,160.0
SATB1,CYB5R1,150.0
SATB1,ELAC2,159.0
SATB1,CYBC1,132.0
SATB1,MOB3C,151.0
SATB1,FAM91A1,180.0
SATB1,ZFP322A,166.0
SATB1,HCFC1,179.0
SATB1,ABCG3,146.0
SATB1,CUL3,116.0
SATB1,ARHGEF18,206.0
SATB1,SLC25A46,132.0
SATB1,PTCD3,164.0
SATB1,OSBPL1A,209.0
SATB1,LDHB,114.0
SATB1,INTS8,136.0
SATB1,ORC2,165.0
SATB1,TMEM50B,161.0
SATB1,RRM2,176.0
SATB1,NADK,126.0
SATB1,ARHGEF39,139.0
SATB1,UBA2,178.0
SATB1,SRM,212.0
SATB1,DDX39,229.0
SATB1,CD244A,192.0
SATB1,ACAA2,139.0
SATB1,UBE2C,141.0
SATB1,ITSN1,152.0
SATB1,PSME3,142.0
SATB1,TM7SF3,158.0
SATB1,MTHFD1,186.0
SATB1,TNFRSF21,150.0
SATB1,CSF2RB,245.0
SATB1,NDRG1,198.0
SATB1,RNF4,189.0
SATB1,OSGIN1,356.0
SATB1,ATP10A,137.0
SATB1,ZFP467,117.0
SATB1,SNX30,134.0
SATB1,AKAP8L,246.0
SATB1,NCLN,144.0
SATB1,NAPSA,343.0
SATB1,MFSD14B,104.0
SATB1,D1ERTD622E,256.0
SATB1,SELENOP,118.0
SATB1,NFATC2,170.0
SATB1,PARVG,169.0
SATB1,CFP,335.0
SATB1,ANGPT1,175.0
SATB1,SLC28A2,193.0
SATB1,SLC26A2,177.0
SATB1,DDX21,126.0
SATB1,ZFAND5,154.0
SATB1,NCF1,234.0
SATB1,CDC20,138.0
SATB1,YBX1,119.0
SATB1,SARAF,168.0
SATB1,ARCN1,195.0
SATB1,5430427O19RIK,249.0
SATB1,TCIRG1,169.0
SATB1,PRIM2,108.0
SATB1,H2AFX,127.0
SATB1,RPS6KA3,193.0
SATB1,E2F8,206.0
SATB1,DENND2D,110.0
SATB1,USP14,154.0
SATB1,LACTB,203.0
SATB1,FLNB,164.0
SATB1,SORL1,144.0
SATB1,NCAPG,144.0
SATB1,EML4,166.0
SATB1,LONP1,179.0
SATB1,SLC16A1,117.0
SATB1,KLF6,206.0
SATB1,BTAF1,103.0
SATB1,IGTP,167.0
SATB1,CEP55,105.0
SATB1,ACOX1,138.0
SATB1,TUBA4A,138.0
SATB1,PADI4,137.0
SATB1,CTSZ,110.0
SATB1,TRIM59,166.0
SATB1,DDX58,118.0
SATB1,CD48,134.0
SATB1,ZMIZ1,136.0
SATB1,LRRC8B,185.0
SATB1,TGTP2,257.0
SATB1,CKAP5,148.0
SATB1,TUBGCP3,159.0
SATB1,SGMS1,125.0
SATB1,SDF2L1,130.0
SATB1,PITPNC1,245.0
SATB1,PARP8,245.0
SATB1,GK,127.0
SATB1,CDC7,141.0
SATB1,ZBTB38,155.0
SATB1,CIP2A,150.0
SATB1,CCL4,122.0
SATB1,LAPTM4B,122.0
SATB1,PLEK,242.0
SATB1,IRGM2,132.0
SATB1,PCLAF,173.0
SATB1,TRIB3,133.0
SATB1,DEK,146.0
SATB1,ZFP945,145.0
SATB1,WDHD1,164.0
SATB1,XPNPEP1,139.0
SATB1,IL6ST,128.0
SATB1,MYL10,118.0
SATB1,UMPS,135.0
SATB1,NEIL3,116.0
SATB1,FAR1,126.0
SATB1,ITCH,152.0
SATB1,GNG2,118.0
SATB1,GSR,151.0
SATB1,MYB,221.0
SATB1,ITPR1,129.0
SATB1,METTL27,107.0
SATB1,HELLS,116.0
SATB1,CISH,213.0
SATB1,HERPUD1,117.0
SATB1,ACSS2,125.0
SATB1,IARS2,112.0
SATB1,RGS2,129.0
SATB1,HAAO,207.0
SATB1,GLRX5,105.0
SATB1,MYCN,103.0
SATB1,UBAC1,102.0
SATB1,CD68,203.0
SATB1,GOLT1B,105.0
SATB1,CAND2,201.0
SATB1,NEURL3,200.0
SATB1,GCNT2,199.0
SATB1,FAM76B,109.0
SATB1,MUC13,197.0
SATB1,GIMAP5,106.0
SATB1,RAB37,190.0
SATB1,CAD,115.0
SATB1,RAD51,102.0
SATB1,ANXA1,188.0
SATB1,VPS35,187.0
SATB1,ORC6,187.0
SATB1,SPC25,102.0
SATB1,SLC37A1,105.0
SATB1,CCDC50,182.0
SATB1,STOM,181.0
SATB1,POLE,180.0
SATB1,FCER1G,176.0
SATB1,GUSB,171.0
SATB1,MC5R,170.0
SATB1,MPI,169.0
SATB1,GM4951,169.0
SATB1,IFI209,167.0
SATB1,TGTP1,161.0
SATB1,ATG12,161.0
SATB1,AP3S1,161.0
SATB1,S100A6,160.0
SATB1,MCM10,160.0
SATB1,TOR3A,154.0
SATB1,NDE1,154.0
SATB1,GNS,153.0
SATB1,RIN3,152.0
SATB1,STT3B,151.0
SATB1,INTS13,149.0
SATB1,UTP4,147.0
SATB1,NUDT19,147.0
SATB1,KCNK5,147.0
SATB1,GOLIM4,147.0
SATB1,MCM6,146.0
SATB1,CERS6,145.0
SATB1,RPA1,143.0
SATB1,HEXA,138.0
SATB1,RAP1B,137.0
SATB1,PRIM1,135.0
SATB1,FLT3,135.0
SATB1,LPCAT2,134.0
SATB1,HNRNPAB,134.0
SATB1,XAF1,132.0
SATB1,SLFN2,129.0
SATB1,RETREG1,127.0
SATB1,NMD3,124.0
SATB1,ITM2A,124.0
SATB1,PHF11B,123.0
SATB1,KPNA1,123.0
SATB1,CPA3,123.0
SATB1,ATP6AP2,123.0
SATB1,TM6SF1,119.0
SATB1,B230219D22RIK,118.0
SATB1,TSPAN3,117.0
SATB1,NOL9,117.0
SATB1,CDCA4,117.0
SATB1,CCNF,116.0
SATB1,GOLPH3,115.0
SATB1,TRIM30D,114.0
SATB1,SLCO4A1,113.0
SATB1,NCAPH,113.0
SATB1,IKZF1,113.0
SATB1,GMNN,112.0
SATB1,ARID3B,112.0
SATB1,ARID2,112.0
SATB1,TK1,110.0
SATB1,STAG2,110.0
SATB1,MFSD10,110.0
SATB1,NFAM1,109.0
SATB1,MICU1,109.0
SATB1,GNG12,109.0
SATB1,MLKL,107.0
SATB1,TMEM43,105.0
SATB1,FDFT1,105.0
SPI1,CD53,3285.0
SPI1,WDR43,3393.0
SPI1,TMEM229B,3563.0
SPI1,TMEM206,2988.0
SPI1,NCEH1,3554.0
SPI1,SYNJ1,3332.0
SPI1,TLR4,3437.0
SPI1,SAMD9L,3422.0
SPI1,TFG,3316.0
SPI1,CENPA,3712.0
SPI1,RGS18,3584.0
SPI1,E2F8,3663.0
SPI1,SYK,3275.0
SPI1,FCGR2B,3008.0
SPI1,FCER1G,3249.0
SPI1,CFP,2912.0
SPI1,DOCK10,3032.0
SPI1,PHF11B,4059.0
SPI1,RAD51AP1,3505.0
SPI1,ADSL,3331.0
SPI1,ICAM1,2416.0
SPI1,H2-Q6,3318.0
SPI1,TM6SF1,3019.0
SPI1,DNAJC10,3662.0
SPI1,HACD3,3715.0
SPI1,NUBP2,3378.0
SPI1,GUSB,2767.0
SPI1,CYB5R1,3444.0
SPI1,ELF1,2928.0
SPI1,GMIP,3274.0
SPI1,ARID5A,2604.0
SPI1,DENND1C,3359.0
SPI1,HSPA4,2976.0
SPI1,CLEC12A,3270.0
SPI1,CD300A,3206.0
SPI1,RGS19,3111.0
SPI1,CBFB,2322.0
SPI1,IGSF6,2698.0
SPI1,VAV1,3359.0
SPI1,TMEM184C,3327.0
SPI1,NFAM1,2436.0
SPI1,SIRPA,2678.0
SPI1,KIF20B,2927.0
SPI1,VAV3,2741.0
SPI1,NCF1,2618.0
SPI1,DTL,2582.0
SPI1,TESPA1,2890.0
SPI1,TCIRG1,2997.0
SPI1,APOE,3234.0
SPI1,RIN3,3100.0
SPI1,ATP8B4,2656.0
SPI1,CDCA5,3016.0
SPI1,CYBC1,2971.0
SPI1,GIMAP6,3696.0
SPI1,HSPA1A,3671.0
SPI1,CD68,2501.0
SPI1,MYO5A,3164.0
SPI1,TBC1D5,3362.0
SPI1,SHISA5,2204.0
SPI1,XRCC6,3019.0
SPI1,REL,2301.0
SPI1,API5,3394.0
SPI1,EDEM1,3067.0
SPI1,RBPMS,3325.0
SPI1,CERS6,2668.0
SPI1,SZT2,2949.0
SPI1,MTMR6,2610.0
SPI1,SLC39A6,2602.0
SPI1,ELP2,2602.0
SPI1,NAA50,2724.0
SPI1,FGFR1OP,2727.0
SPI1,LCP2,3003.0
SPI1,SMC2,3020.0
SPI1,GOLIM4,2949.0
SPI1,SGMS1,3601.0
SPI1,GRK3,3086.0
SPI1,CYP4V3,2669.0
SPI1,DPP8,3171.0
SPI1,MYO1G,2599.0
SPI1,OSGIN1,2689.0
SPI1,EBI3,3220.0
SPI1,HAT1,2873.0
SPI1,FES,2286.0
SPI1,FAM111A,2312.0
SPI1,MAGED2,3241.0
SPI1,HJURP,2379.0
SPI1,CD82,2145.0
SPI1,IRGM2,3323.0
SPI1,ZFP53,3080.0
SPI1,ARHGAP15,2713.0
SPI1,CAD,2851.0
SPI1,ARL11,2501.0
SPI1,MIS18BP1,2787.0
SPI1,PLEKHO2,2391.0
SPI1,ETF1,2456.0
SPI1,ALDH18A1,2729.0
SPI1,PARVG,2571.0
SPI1,GFI1B,3175.0
SPI1,E2F4,2677.0
SPI1,TMEM154,2498.0
SPI1,GBP7,3303.0
SPI1,ARRDC4,3305.0
SPI1,INCENP,2822.0
SPI1,ME2,2938.0
SPI1,TRMT6,2748.0
SPI1,RARS,3191.0
SPI1,PA2G4,2536.0
SPI1,DDX20,2398.0
SPI1,LYN,2504.0
SPI1,UMPS,2862.0
SPI1,ZFP24,2259.0
SPI1,EIF4ENIF1,3047.0
SPI1,MS4A6C,2147.0
SPI1,RTP4,2784.0
SPI1,CDKN1A,3138.0
SPI1,HSPH1,3042.0
SPI1,GBP3,3293.0
SPI1,H2-DMA,2575.0
SPI1,HK3,2370.0
SPI1,KCTD12,2699.0
SPI1,CLEC4E,2706.0
SPI1,ITSN1,2484.0
SPI1,INO80D,2679.0
SPI1,ARL8B,2332.0
SPI1,BC035044,2838.0
SPI1,TYROBP,2113.0
SPI1,METTL7A1,3478.0
SPI1,PSAT1,2527.0
SPI1,CCDC137,2911.0
SPI1,HACD4,3053.0
SPI1,RELB,2470.0
SPI1,CD274,2756.0
SPI1,OAS3,2786.0
SPI1,PAK1,2694.0
SPI1,PPM1G,2738.0
SPI1,GNS,3052.0
SPI1,HMGB2,2253.0
SPI1,NADK,2409.0
SPI1,MIS12,2087.0
SPI1,MR1,2592.0
SPI1,TRIM35,2658.0
SPI1,ELMO2,2425.0
SPI1,CNRIP1,2786.0
SPI1,LACTB,2673.0
SPI1,CCL4,2271.0
SPI1,LONP2,2691.0
SPI1,SLC31A1,3101.0
SPI1,CKAP2L,2690.0
SPI1,SRSF1,2817.0
SPI1,NDUFS1,2342.0
SPI1,MYO1F,2540.0
SPI1,BTK,2571.0
SPI1,POLR2B,2438.0
SPI1,PLIN3,2334.0
SPI1,TRPS1,2934.0
SPI1,PROCR,3305.0
SPI1,TFRC,2367.0
SPI1,TIMM29,2486.0
SPI1,RPS6KA3,2268.0
SPI1,DDX21,3030.0
SPI1,ITIH5,3124.0
SPI1,CTSZ,2202.0
SPI1,TUBA4A,2843.0
SPI1,HNRNPLL,2642.0
SPI1,CSF1R,1816.0
SPI1,MORC3,2360.0
SPI1,OASL2,2684.0
SPI1,ITGAL,2639.0
SPI1,MAD2L1,2071.0
SPI1,CNIH1,2679.0
SPI1,METAP1,2952.0
SPI1,NUDCD1,2367.0
SPI1,PSMC2,1824.0
SPI1,MKI67,2767.0
SPI1,ZEB2,2047.0
SPI1,LPCAT2,2069.0
SPI1,RAP1B,2304.0
SPI1,EIF2S1,2350.0
SPI1,MCM7,2516.0
SPI1,MICU1,2027.0
SPI1,GFM1,2589.0
SPI1,RNF4,2590.0
SPI1,RPAP1,3038.0
SPI1,COPB1,2333.0
SPI1,IGTP,3205.0
SPI1,MDN1,2891.0
SPI1,RAD21,2611.0
SPI1,STT3B,2323.0
SPI1,ISG20,3264.0
SPI1,GNG2,2063.0
SPI1,COLGALT1,2086.0
SPI1,TACC3,2148.0
SPI1,NFE2,2246.0
SPI1,TAB1,2601.0
SPI1,ATP1B3,2377.0
SPI1,PIK3IP1,2085.0
SPI1,FAM102B,2556.0
SPI1,PRIM2,2436.0
SPI1,PRPF4,2570.0
SPI1,MSH6,1946.0
SPI1,CSF2RB,2066.0
SPI1,CENPF,2690.0
SPI1,DOK2,2058.0
SPI1,SLC26A2,2760.0
SPI1,TEC,2534.0
SPI1,GTF2H1,2870.0
SPI1,CD244A,1932.0
SPI1,TRIM47,3066.0
SPI1,PHF10,2135.0
SPI1,RTEL1,2660.0
SPI1,H2-AA,2723.0
SPI1,CHORDC1,2682.0
SPI1,NUDT19,3002.0
SPI1,IKZF1,2610.0
SPI1,VSIR,1773.0
SPI1,PTDSS1,1729.0
SPI1,ZNRF2,2412.0
SPI1,LSP1,3114.0
SPI1,ANKRD44,1898.0
SPI1,NWD1,2354.0
SPI1,TMEM33,1974.0
SPI1,NARS,1882.0
SPI1,CCL9,2127.0
SPI1,NUP155,1919.0
SPI1,PIK3R2,2180.0
SPI1,PIK3R1,3056.0
SPI1,ATAD2,2637.0
SPI1,EAF1,2572.0
SPI1,GSR,1867.0
SPI1,PPM1F,2555.0
SPI1,TMEM173,2431.0
SPI1,PTPN7,2041.0
SPI1,GMFB,2290.0
