Gene1,Gene2
RARG,NCOA6
NCOA6,POLR2F
POLR2F,NCOA6
NCOA6,HOXB3
HOXB3,NCOA6
NCOA6,PBX1
PBX1,NCOA6
NCOA6,PPARA
PPARA,NCOA6
NCOA6,KDM6A
NCOA6,POLR2A
POLR2A,NCOA6
NCOA6,POLR2H
POLR2H,NCOA6
RUVBL2,TEX10
MYBBP1A,TEX10
TRIM22,HLA-DQB1
CIITA,HLA-DQB1
TFDP1,CCNE2
TFDP1,RBBP8
TFDP1,RAD51
RAD51,TFDP1
TFDP1,EHMT2
EHMT2,TFDP1
TFDP1,MAML3
MAML3,TFDP1
TFDP1,MAMLD1
TFDP1,E2F4
E2F4,TFDP1
TFDP1,PHC1
EHMT2,RUVBL2
RUVBL2,EHMT2
EHMT2,UHRF1
UHRF1,EHMT2
BMP2,BAMBI
ASXL1,SRSF2
SRSF2,ASXL1
ASXL1,PHC1
ID1,BMP2
BMP2,ID1
ID1,TCF4
TCF4,ID1
ID1,ETS1
ETS1,ID1
TCF19,MCM3
MCM3,TCF19
TCF19,UHRF1
UHRF1,TCF19
HNRNPK,CNBP
CNBP,HNRNPK
HNRNPK,SSB
SSB,HNRNPK
HNRNPK,RNPS1
RNPS1,HNRNPK
HNRNPK,KHSRP
KHSRP,HNRNPK
HNRNPK,ALYREF
ALYREF,HNRNPK
HNRNPK,SF1
SF1,HNRNPK
HNRNPK,ELAVL2
ELAVL2,HNRNPK
HNRNPK,POLR2H
POLR2H,HNRNPK
HNRNPK,SRSF10
SRSF10,HNRNPK
HNRNPK,SNRPB
SNRPB,HNRNPK
HNRNPK,SRSF2
SRSF2,HNRNPK
HNRNPK,U2AF1
U2AF1,HNRNPK
HNRNPK,POLR2F
POLR2F,HNRNPK
HNRNPK,ILF3
ILF3,HNRNPK
HNRNPK,EWSR1
EWSR1,HNRNPK
HNRNPK,PHC1
HNRNPK,POLR2A
POLR2A,HNRNPK
TLE1,TLE3
TLE3,TLE1
TLE1,TLE2
TLE2,TLE1
TLE1,MAML3
MAML3,TLE1
TLE1,MAMLD1
TLE1,TCF4
TCF4,TLE1
RORB,PER3
PER3,RORB
SF1,RNPS1
RNPS1,SF1
SF1,KHSRP
KHSRP,SF1
SF1,ALYREF
ALYREF,SF1
SF1,ELAVL2
ELAVL2,SF1
SF1,POLR2H
POLR2H,SF1
SF1,SRSF10
SRSF10,SF1
SF1,SNRPB
SNRPB,SF1
SF1,SRSF2
SRSF2,SF1
SF1,POLR2F
POLR2F,SF1
SF1,ILF3
ILF3,SF1
SF1,EWSR1
EWSR1,SF1
SF1,POLR2A
POLR2A,SF1
HIF3A,CITED2
CITED2,HIF3A
HIF3A,PSMD9
PSMD9,HIF3A
HIF3A,HIF1A
HIF1A,HIF3A
PBX1,KDM6A
POLR2H,KDM6A
RARG,KDM6A
HOXB3,KDM6A
POLR2F,KDM6A
POLR2A,KDM6A
XRCC5,TDP2
ETS1,TDP2
BMP2,SPP1
BMP2,MSX1
MSX1,BMP2
BMP2,SMAD5
SMAD5,BMP2
BMP2,CER1
NR0B1,NRIP1
NRIP1,NR0B1
NR0B1,EWSR1
EWSR1,NR0B1
DNAJC2,SSB
SSB,DNAJC2
GATA3,NRIP1
NRIP1,GATA3
GATA3,ZFPM2
ZFPM2,GATA3
GATA3,TLE3
TLE3,GATA3
GATA3,NFATC1
NFATC1,GATA3
GATA3,SATB1
SATB1,GATA3
GATA3,EOMES
EOMES,GATA3
GATA3,ETS1
ETS1,GATA3
E2F4,CCNE2
TGFB1I1,NEDD9
TFAP2A,CITED2
CITED2,TFAP2A
TFAP2A,DEK
DEK,TFAP2A
TRIM22,OAS1
TRIM22,NCAM1
TRIM22,CIITA
CIITA,TRIM22
RAD51,RFC3
POLR2H,RFC3
TCEA1,RFC3
POLR2F,RFC3
MCM3,RFC3
POLR2A,RFC3
MLLT3,DEK
DEK,MLLT3
MLLT3,MLLT6
MLLT6,MLLT3
MLLT3,POLR2H
POLR2H,MLLT3
MLLT3,AFF1
AFF1,MLLT3
MLLT3,POLR2F
POLR2F,MLLT3
MLLT3,TCEA1
TCEA1,MLLT3
MLLT3,POLR2A
POLR2A,MLLT3
ASB9,WWP1
WWP1,ASB9
ASB9,RNF14
RNF14,ASB9
ASB9,MEX3C
ASB9,RNF19A
RNF19A,ASB9
ASB9,NEDD4
TLR7,TRAF6
TRAF6,TLR7
TLR7,CIITA
CIITA,TLR7
PSIP1,RBBP8
PSIP1,CDCA7L
CDCA7L,PSIP1
SNAPC3,POLR3G
SNAPC3,POLR2H
POLR2H,SNAPC3
SNAPC3,POLR2F
POLR2F,SNAPC3
SNAPC3,POU2F2
POU2F2,SNAPC3
SNAPC3,POLR2A
POLR2A,SNAPC3
NFIB,POLR3G
NFIB,POLR2H
POLR2H,NFIB
NFIB,POLR2F
POLR2F,NFIB
MYBBP1A,POLR1B
POLR1B,MYBBP1A
MYBBP1A,DEK
DEK,MYBBP1A
MYBBP1A,POLR2H
POLR2H,MYBBP1A
MYBBP1A,POLR2F
POLR2F,MYBBP1A
XRCC5,CHEK2
RAD51,CHEK2
MCM3,CHEK2
RAD51,RBBP8
RAD51,XRCC5
XRCC5,RAD51
RAD51,MCM3
MCM3,RAD51
MSX1,SNAI2
SNAI2,MSX1
XRCC5,RBBP8
XRCC5,PHF21A
PHF21A,XRCC5
SRSF2,RNPS1
RNPS1,SRSF2
SRSF2,ALYREF
ALYREF,SRSF2
SRSF2,ELAVL2
ELAVL2,SRSF2
SRSF2,POLR2H
POLR2H,SRSF2
SRSF2,SRSF10
SRSF10,SRSF2
SRSF2,SNRPB
SNRPB,SRSF2
SRSF2,POLR2F
POLR2F,SRSF2
SRSF2,POLR2A
POLR2A,SRSF2
POU2AF1,POU2F2
POU2F2,POU2AF1
POU2AF1,SPIB
SPIB,POU2AF1
RNF14,WWP1
WWP1,RNF14
RNF14,MEX3C
RNF14,RNF19A
RNF19A,RNF14
RNF14,NEDD4
SMARCD1,DPF2
DPF2,SMARCD1
SMARCD1,POLR2A
POLR2A,SMARCD1
AFF1,PBX1
PBX1,AFF1
SNAI2,VIM
SNAI2,PHC1
DEK,POLR1B
POLR1B,DEK
DEK,RNPS1
RNPS1,DEK
DEK,UPF1
UPF1,DEK
DEK,POLR2H
POLR2H,DEK
DEK,POLR2F
POLR2F,DEK
ELAVL2,RNPS1
RNPS1,ELAVL2
ELAVL2,POLR2H
POLR2H,ELAVL2
ELAVL2,SNRPB
SNRPB,ELAVL2
ELAVL2,ALYREF
ALYREF,ELAVL2
ELAVL2,POLR2F
POLR2F,ELAVL2
ELAVL2,POLR2A
POLR2A,ELAVL2
KHSRP,PARN
PARN,KHSRP
KHSRP,U2AF1
U2AF1,KHSRP
KHSRP,ILF3
ILF3,KHSRP
TCF4,TLE3
TLE3,TCF4
SSB,POLR3G
POLR2F,POLR3G
NFIC,POLR3G
POLR2H,POLR3G
NRIP1,RARG
RARG,NRIP1
NRIP1,CITED2
CITED2,NRIP1
NRIP1,TLE3
TLE3,NRIP1
NRIP1,PPARA
PPARA,NRIP1
PPARA,CITED2
CITED2,PPARA
WWP1,MEX3C
RNF19A,MEX3C
SSB,ALYREF
ALYREF,SSB
SSB,POLR2H
POLR2H,SSB
SSB,U2AF1
U2AF1,SSB
SSB,POLR2F
POLR2F,SSB
SSB,ILF3
ILF3,SSB
CIITA,OAS1
RARG,PBX1
PBX1,RARG
RARG,POLR2H
POLR2H,RARG
RARG,CRABP2
CRABP2,RARG
RARG,HOXB3
HOXB3,RARG
RARG,POLR2F
POLR2F,RARG
RARG,POLR2A
POLR2A,RARG
MCM3,CDC7
NFIC,TRAF6
TRAF6,NFIC
NFIC,POLR2H
POLR2H,NFIC
NFIC,POLR2F
POLR2F,NFIC
PHF21A,HDAC9
HDAC9,PHF21A
PHF21A,SAP18
SAP18,PHF21A
RUVBL2,MBIP
EWSR1,FLI1
FLI1,EWSR1
EWSR1,ETV1
ETV1,EWSR1
POLR2F,POLR1B
POLR1B,POLR2F
POLR2F,RNPS1
RNPS1,POLR2F
POLR2F,HOXB3
HOXB3,POLR2F
POLR2F,ESRP1
POLR2F,PBX1
PBX1,POLR2F
POLR2F,TAF1L
TAF1L,POLR2F
POLR2F,ALYREF
ALYREF,POLR2F
POLR2F,POLR2H
POLR2H,POLR2F
POLR2F,SRSF10
SRSF10,POLR2F
POLR2F,SNRPB
SNRPB,POLR2F
POLR2F,POU2F2
POU2F2,POLR2F
POLR2F,RBFOX2
RBFOX2,POLR2F
POLR2F,TCEA1
TCEA1,POLR2F
POLR2F,POLR2A
POLR2A,POLR2F
ILF3,ALYREF
ALYREF,ILF3
ILF3,U2AF1
U2AF1,ILF3
POLR2H,ESRP1
RBFOX2,ESRP1
POLR2A,ESRP1
PBX1,POLR2H
POLR2H,PBX1
PBX1,MAML3
MAML3,PBX1
PBX1,MAMLD1
PBX1,MEIS2
MEIS2,PBX1
PBX1,POLR2A
POLR2A,PBX1
HDAC9,MAML3
MAML3,HDAC9
HDAC9,MAMLD1
HDAC9,SAP18
SAP18,HDAC9
SNRPB,RNPS1
RNPS1,SNRPB
SNRPB,POLR2H
POLR2H,SNRPB
SNRPB,ALYREF
ALYREF,SNRPB
SNRPB,SRSF10
SRSF10,SNRPB
SNRPB,POLR2A
POLR2A,SNRPB
RBFOX2,POLR2H
POLR2H,RBFOX2
RBFOX2,POLR2A
POLR2A,RBFOX2
MAML3,MAMLD1
TLE2,MAMLD1
SKIL,SAP18
SAP18,SKIL
POLR2H,POLR1B
POLR1B,POLR2H
POLR2H,RNPS1
RNPS1,POLR2H
POLR2H,HOXB3
HOXB3,POLR2H
POLR2H,TAF1L
TAF1L,POLR2H
POLR2H,ALYREF
ALYREF,POLR2H
POLR2H,SRSF10
SRSF10,POLR2H
POLR2H,POU2F2
POU2F2,POLR2H
POLR2H,TCEA1
TCEA1,POLR2H
POLR2H,POLR2A
POLR2A,POLR2H
HOXB3,HOXB6
HOXB6,HOXB3
HOXB3,POLR2A
POLR2A,HOXB3
TAF1L,POLR2A
POLR2A,TAF1L
WWTR1,STK3
WWTR1,TJP2
WWTR1,TEAD1
TEAD1,WWTR1
SRSF10,RNPS1
RNPS1,SRSF10
SRSF10,ALYREF
ALYREF,SRSF10
SRSF10,SAP18
SAP18,SRSF10
SRSF10,POLR2A
POLR2A,SRSF10
MAML3,TLE2
TLE2,MAML3
ALYREF,BCLAF1
BCLAF1,ALYREF
ALYREF,RNPS1
RNPS1,ALYREF
ALYREF,UPF1
UPF1,ALYREF
ALYREF,U2AF1
U2AF1,ALYREF
ALYREF,SAP18
SAP18,ALYREF
ALYREF,POLR2A
POLR2A,ALYREF
WWP1,NEDD4
RNF19A,NEDD4
SMAD5,NEDD4
APBB2,APBB1
APBB1,APBB2
WWP1,PSMD9
PSMD9,WWP1
WWP1,RNF19A
RNF19A,WWP1
TCEA1,POLR2A
POLR2A,TCEA1
PSMD9,CCNE2
MCM3,CCNE2
POU2F2,POLR2A
POLR2A,POU2F2
HIF1A,CITED2
CITED2,HIF1A
HIF1A,PSMD9
PSMD9,HIF1A
SMAD5,ZEB2
ZEB2,SMAD5
POLR1B,POLR2A
POLR2A,POLR1B
ZEB2,VIM
TLE3,TLE2
TLE2,TLE3
UHRF1,NUSAP1
RNPS1,UPF1
UPF1,RNPS1
RNPS1,SAP18
SAP18,RNPS1
RNPS1,POLR2A
POLR2A,RNPS1
UHRF1,MCM3
MCM3,UHRF1
CIITA,NCAM1
