Gene1	Gene2	EdgeWeight
HAND2	ESPL1	0.001971314195543528
GATA6	WWP1	0.001971222460269928
FOXH1	ARHGAP42	0.001969849923625589
SNAI2	NUP35	0.0019698196556419134
FOXP1	UTP15	0.0019697907846421003
FOXH1	BRWD1	0.001969789620488882
SOX2	ITM2A	0.001969266217201948
EGR1	CA2	0.0019690387416630983
OTX2	AKAP2	0.001968955621123314
FOXH1	KAT6A	0.0019684182479977608
BCL11A	AIP	0.0019683034624904394
FOXH1	TMOD1	0.001968004507943988
FOXH1	NUAK1	0.00196794280782342
DNMT3B	FOXF1	0.00196678307838738
GATA4	CCDC82	0.0019666191656142478
SOX2	POLR2K	0.0019657595548778764
MXI1	FER	0.001965035917237401
FOXP1	FST	0.0019649825990200047
SMAD2	PPARGC1B	0.0019647497683763504
BCL11A	RAD51	0.0019647241570055485
KLF5	CALB1	0.0019647155422717333
MLLT3	MYBBP1A	0.00196434510871768
LEF1	MBOAT1	0.001964143011718989
LEF1	TMF1	0.0019638226367533207
SOX2	KLHL24	0.0019637339282780886
MXI1	ASB9	0.0019634875934571028
EZH2	SLC35A3	0.001963438931852579
MLLT3	ELL2	0.001963324612006545
HAND2	ZNF30	0.0019632726907730107
SNAI2	DYNC1I1	0.0019625267013907433
FOXH1	PFKFB2	0.0019623262342065573
EGR1	EOMES	0.0019620887469500303
SOX2	STK3	0.0019618147052824497
MXI1	ANKRD50	0.0019616882782429452
KLF5	PALLD	0.0019616589415818453
SNAI2	ETV7	0.0019615564960986376
GATA6	ZBTB38	0.0019615129567682747
OTX2	CCDC82	0.001961030764505267
BCL11A	SLC35A3	0.0019610209856182337
FOXP1	PITX2	0.0019608696456998587
SNAI2	DDHD2	0.001960180234164
HAND2	HTRA1	0.0019595732446759944
SOX17	MBIP	0.0019592931494116783
EGR1	ELMOD2	0.0019588100258260965
LEF1	FAM135A	0.001958551118150353
BCL11A	SLC19A2	0.001956756692379713
SOX2	TMEM64	0.0019560048822313547
EGR1	ABLIM1	0.001955997198820114
SOX2	E2F3	0.0019556744955480103
GATA6	MEIS2	0.001955642830580473
SNAI2	CCNE2	0.001955524319782853
HAND2	NEDD9	0.0019552847370505333
SOX2	NR3C1	0.001954683801159263
OTX2	NUP35	0.0019544304814189672
BCL11A	NCAM1	0.0019542742520570755
FOXP1	DCAF6	0.001954128500074148
EZH2	ANGPT2	0.0019537510816007853
GATA2	POLR2K	0.0019531181314960122
SOX2	TIMP3	0.0019525738898664715
MLLT3	TFDP1	0.0019523740047588944
OTX2	ALG6	0.0019521210342645645
KLF5	SF1	0.001952029997482896
GATA4	PALLD	0.0019519345369189978
STAT3	LMO2	0.001951145939528942
SOX17	POLR3E	0.0019505965756252406
MXI1	MAFF	0.0019501055357977746
HAND2	PALLD	0.001949993195012212
KLF5	ZFYVE16	0.0019495603628456595
EGR1	ETV3	0.0019488662946969269
TCF4	CRHBP	0.0019479985348880289
SOX2	ZKSCAN1	0.001947583630681038
LEF1	ANKRD26	0.001947377808392048
MXI1	TCOF1	0.0019465368241071699
MXI1	MCM6	0.001946518314071
OTX2	SOX5	0.0019464712822809813
GATA6	ZFYVE16	0.0019461272750049827
SOX2	YBX1	0.0019452477572485805
GATA4	TIPARP	0.0019442306365817785
SMAD2	GLDC	0.0019427333027124407
GATA2	XRCC6	0.0019425845239311452
MLLT3	NDUFC2-KCTD14	0.0019424671772867441
EZH2	NFKBIB	0.001941982889547944
LEF1	SPIB	0.0019418289884924886
KLF5	LPIN1	0.0019411763641983268
SOX2	SEMA6D	0.0019410719396546485
FOXP1	TRDN	0.0019409401575103398
MXI1	KDM6A	0.0019401637837290766
MLLT3	CDC20	0.0019399436423555017
KLF5	NR3C1	0.0019397700671106575
SNAI2	TGFB1	0.0019395503913983703
MLLT3	EWSR1	0.001939504756592214
LEF1	ZNF8	0.0019385528285056355
GATA6	HDAC9	0.0019383785547688606
HAND2	PDLIM3	0.0019381946185603733
KLF5	GATM	0.0019377263961359856
EZH2	FST	0.0019373568939045074
HAND2	DYNC2LI1	0.001937161316163838
SOX2	GATAD2A	0.0019362857565283773
KLF5	NCAPG	0.0019345786422491074
SNAI2	ACTC1	0.0019345725886523726
SOX17	PCDH10	0.0019341196166351442
GATA2	CA14	0.0019339415011927483
GATA6	ZNF471	0.0019334350945428012
OTX2	FUS	0.001933062565512955
SOX17	WDFY1	0.0019329094793647528
GATA2	RTKN2	0.0019326879410073161
FOXH1	LPIN1	0.0019318880513310435
KLF5	EGR1	0.0019313363591209052
ZFP42	SMARCD3	0.0019311717478558421
LEF1	GPSM2	0.001931110513396561
SOX17	TMEM47	0.0019305063178762798
FOXH1	DCAF6	0.0019299243576824665
GATA3	STAT2	0.0019296688260510566
SOX17	HSD17B11	0.0019294143421575425
TCF4	MAPK10	0.0019290222553536296
BCL11A	ITPR2	0.0019288116600364449
SOX2	VHL	0.0019272505305707453
BCL11A	HDGF	0.0019272464560344813
GATA3	PHC1	0.0019269587937742472
SOX17	PELI2	0.0019267154857516289
LEF1	TIPARP	0.0019262619316577914
MXI1	CALB1	0.0019261196721345184
BCL11A	SFMBT1	0.0019252625061199071
SNAI2	CA2	0.0019250253681093452
BCL11A	PPT2	0.0019249313045293093
GATA4	ZNF146	0.0019243949791416528
KLF5	MYOF	0.0019243666902184489
FOXP1	LZTS1	0.0019242364214733245
HAND2	SEMA6D	0.001922811847180128
BCL11A	TWIST1	0.0019226010190322995
SNAI2	CER1	0.0019221396651118996
GATA4	ENO1	0.0019221329130232332
AR	NT5DC3	0.0019221031107008453
MLLT3	SLCO2A1	0.0019218211527913809
SOX17	HNRNPD	0.0019216352375224235
SOX17	FBXO5	0.0019215636420995
SOX2	FARSB	0.0019215448992326856
MXI1	ARID5B	0.0019213285995647313
SOX17	KLHL12	0.0019212773768231273
HAND2	ETV7	0.0019208871526643636
EZH2	PRSS35	0.001920805312693119
SOX17	GYPA	0.0019200991373509169
OTX2	TCOF1	0.0019199488451704387
MXI1	BCAR3	0.0019199009984731676
OTX2	WNT5A	0.0019197224173694851
GATA2	SOS2	0.001919721718877554
LEF1	IRF1	0.0019193628104403613
HAND2	KDELR3	0.0019192481413483622
GATA6	APBB1	0.0019191877217963336
TCF4	SNAI2	0.001918962225317955
SOX2	TTC39B	0.001918892492540181
LEF1	SUPT7L	0.0019184713019058108
SOX17	MPHOSPH9	0.001918229041621089
KLF5	PATZ1	0.0019176086643710726
BCL11A	GATA6	0.0019174605840817094
SOX17	SETBP1	0.0019161816453561187
MLLT3	SOX3	0.0019157956121489406
GATA2	KIF15	0.001915571978315711
EZH2	CER1	0.001914769411087036
SNAI2	ANKZF1	0.0019147152779623864
GATA2	PENK	0.001914539374411106
EGR1	CYP26A1	0.0019143720855936406
KLF5	CHAF1A	0.0019139623036608102
BCL11A	MLLT3	0.0019139169016852973
MXI1	GATA2	0.0019138004863634703
EGR1	MFAP4	0.0019121471559628844
EGR1	TIPARP	0.0019107675179839132
GATA2	CD9	0.0019102279329672454
GATA2	WDR35	0.0019101945217698808
EZH2	PLK2	0.0019097421318292613
BCL11A	SH3BGRL2	0.0019097101176157594
AR	RHOBTB3	0.0019088787958025926
GATA2	ELOVL2	0.0019087988184764981
GATA2	SORL1	0.0019086279207840558
MXI1	PDGFRA	0.001908599166199565
KLF5	PDE3B	0.001908023958094418
OTX2	PRIM1	0.0019077974138781426
LEF1	NCAPG	0.0019075945019721985
SOX2	KIF23	0.0019069011323153973
ZFP42	PIK3R5	0.0019068786641582847
GATA2	PLOD2	0.00190649158321321
SOX2	PHB2	0.0019061021739616988
OTX2	RRAS2	0.001904787262901664
MLLT3	RAD51	0.0019043288193643093
MLLT3	HMGN2	0.0019042870262637734
KLF5	RND3	0.0019035220611840489
EZH2	RIPPLY1	0.001902622752822936
BCL11A	DEDD2	0.0019015494035556915
SMAD2	SFMBT1	0.001900957548059523
BCL11A	BARX2	0.0018998410087078808
SOX17	TCF19	0.001899538328871131
KLF5	CBFA2T2	0.0018992449622601269
GATA2	DDX54	0.001899182563647628
GATA4	CALCOCO1	0.0018989047966897488
MLLT3	MCM5	0.0018988238880410788
EZH2	SFRP1	0.0018986065406352282
SOX17	ZNF587	0.0018981936154887078
MLLT3	MCM6	0.001898143906146288
STAT3	ISL1	0.0018975996645167468
GATA6	HNRNPD	0.0018975932616740465
GATA2	CHEK2	0.0018972886027768254
LEF1	HMGN2	0.001897263340651989
SNAI2	PLK1	0.001897008623927832
GATA6	PSMD9	0.001896798494271934
FOXH1	SATB2	0.0018966261995956304
HAND2	CD200	0.00189653504639864
BCL11A	RFXANK	0.0018961725290864704
SOX2	TFDP1	0.0018957916181534527
KLF5	SLC39A8	0.00189552444498986
LEF1	DTL	0.0018950423691421745
SOX2	POLB	0.0018947405042126773
FOXH1	DNAJB14	0.0018946878844872121
OTX2	TP53	0.0018942794995382426
LEF1	FLRT3	0.001894087996333837
GATA2	FER	0.0018939280416816477
ZFP42	POU2F2	0.0018938016146421435
EZH2	GLRX	0.0018933049868792293
KLF5	BTBD10	0.0018929814686998727
FOXH1	GLIPR2	0.001892828266136348
SNAI2	ARL4A	0.0018922439776360989
FOXP1	AGPAT5	0.0018921978771686554
KLF5	RFC3	0.0018921860028058288
BCL11A	PHF21A	0.001891976920887828
GATA6	CTSK	0.0018919167341664433
BCL11A	EPHA4	0.0018915741238743067
SOX2	TLE3	0.0018914693500846624
LEF1	DAAM1	0.001891441293992102
GATA2	RND3	0.0018914226675406094
GATA6	MDM4	0.0018907951889559629
GATA2	SLC6A15	0.001890683197416365
MLLT3	HNRNPAB	0.0018906778423115609
GATA4	ZFHX3	0.0018904337193816898
LEF1	UPF1	0.0018902295269072054
LEF1	ZKSCAN1	0.001889844541437924
SMAD2	SOX2	0.0018894583918154237
OTX2	TRAF6	0.0018893657252192495
OTX2	FBXO5	0.001888919505290687
SNAI2	VIM	0.0018883697921410203
LEF1	LDB2	0.0018878995906561613
MXI1	NFKBIB	0.0018878129776567219
LEF1	CALB1	0.0018864684971049426
EGR1	SPPL2A	0.001886217505671084
MXI1	REV3L	0.0018853520741686227
EZH2	TGFB1	0.0018851921195164325
BCL11A	ST8SIA1	0.001884705270640552
SNAI2	LZTS1	0.0018842440331354735
LEF1	SENP7	0.0018841144628822806
SOX2	ANKRD26	0.0018838469404727218
KLF5	PIK3R5	0.0018836419330909848
SOX17	KRCC1	0.0018836322706192728
SOX2	ZNF471	0.001883564400486648
EZH2	COL5A1	0.001883355318568647
GATA4	DPH2	0.0018826841842383144
KLF5	FBXO5	0.0018820167751982808
MXI1	PRMT6	0.0018819873221218586
GATA2	TCEA1	0.0018812984926626086
GATA2	PRPS2	0.0018806008156389
EZH2	LPIN1	0.0018803221173584461
BCL11A	RHOBTB3	0.0018801101250573997
KLF5	SIPA1L2	0.00187939521856606
SOX2	NOC3L	0.0018788586603477602
LEF1	TLE3	0.0018787862500175836
OTX2	LTBP1	0.0018784322310239079
SNAI2	PENK	0.0018784016137942672
SNAI2	KLF6	0.0018781577236950397
LEF1	BLM	0.0018775289645418523
SMAD2	SMAD6	0.0018774304771795867
TCF4	NDUFC2-KCTD14	0.0018773392075672746
GATA2	SPPL2A	0.0018770911265164614
MLLT3	ELMOD2	0.0018768032314255836
SOX2	UHRF1	0.0018764920532703397
SOX17	SALL2	0.0018762730760499835
FOXP1	VPS54	0.0018760811071842907
OTX2	PDGFRA	0.0018760071834549308
MXI1	HIF3A	0.0018758010119199755
OTX2	TTC27	0.0018755770288407805
GATA2	CBFA2T2	0.0018755673663690688
BCL11A	AR	0.0018752121832221746
OTX2	CDCA2	0.0018747679423540828
MXI1	SLCO2A1	0.0018742898246273398
GATA2	GTF2H2	0.0018737164791673426
KLF5	GCA	0.0018721541855484245
MXI1	SORL1	0.001871736254543066
EGR1	ANKRD13C	0.0018707406707108019
EZH2	LIFR	0.0018696623155847192
LEF1	CAP2	0.0018696617335081103
ZFP42	RSPO3	0.0018696303013712168
KLF5	VPS54	0.0018695673206821086
MXI1	CDK6	0.0018692442681640387
MLLT3	HIST1H1B	0.001868975581601262
OTX2	TFB2M	0.0018688653362914922
MXI1	ZKSCAN1	0.0018678170163184407
KLF5	MEF2D	0.0018675900064408781
AR	CDK6	0.0018670125864446163
SOX2	DLGAP5	0.0018669760320335629
KLF5	RAD51AP1	0.0018669525161385536
SNAI2	RGPD2	0.0018664839444682
KLF5	CCDC82	0.001865277299657464
GATA6	TMEM131	0.0018644299125298856
KLF5	ELK3	0.0018633941654115913
LEF1	VWA5A	0.001863225945271552
LEF1	SMG6	0.0018632012652233245
GATA2	VPS54	0.0018622406059876086
SOX17	AMN1	0.0018622142961248753
SOX2	NCAM1	0.0018621083581820128
FOXP1	MPHOSPH9	0.0018607357051223519
EGR1	HELZ	0.0018607017118483786
GATA6	WWTR1	0.0018604237120598555
KLF5	CCND1	0.0018600932089611886
HAND2	PDCD4	0.0018600502517074349
SNAI2	AIP	0.0018600085750222206
MXI1	LIFR	0.0018600022885948422
EOMES	DNMT3A	0.001859782263636589
KLF5	RBM14	0.0018595457077026367
GATA6	TNC	0.0018586899386718871
KLF5	SFPQ	0.0018578825984150167
KLF5	PLAGL1	0.0018578368471935391
DNMT3B	LIFR	0.0018568135565146804
GATA2	STK38L	0.0018566253129392862
KLF5	MAFG	0.0018555051647126677
KLF5	PLAGL2	0.0018553503323346374
SOX2	PARN	0.0018550123786553738
KLF5	NCAM1	0.0018550046952441333
SOX17	ZNF142	0.0018545693019405007
GATA2	MAFG	0.0018537734868004922
MLLT3	DAXX	0.0018536706920713184
KLF5	SFRP2	0.0018536377465352414
SOX17	PLAGL1	0.0018530734814703465
TCF4	TCF19	0.0018526561325415969
GATA2	SUPT16H	0.0018525496125221246
FOXH1	CTNNB1	0.001852541114203632
KLF5	SMARCD1	0.0018520803423598407
EGR1	ADAMTS3	0.0018518981523811817
SOX17	NUAK1	0.0018518654396757483
KLF5	PRTG	0.0018515003612264989
BCL11A	ATG4C	0.0018507621716707945
GATA4	PLK2	0.0018506486667320128
AR	JUND	0.0018504040781408546
MXI1	ELMO1	0.001849891385063529
OTX2	TRUB1	0.0018487497000023727
OTX2	PMAIP1	0.0018484992906451227
KLF5	SPIB	0.0018481671577319503
DNMT3B	HAS2	0.001847237232141197
BCL11A	MAN1A1	0.0018472077790647745
SOX2	SLC35A3	0.0018471577204763891
MLLT3	SLC39A8	0.001847107196226716
BCL11A	ARHGAP42	0.0018469755304977298
SOX17	TTC39B	0.0018465711036697032
STAT3	NFATC1	0.001846145489253104
MXI1	COL1A2	0.0018455872777849442
SNAI2	TMF1	0.0018454056698828933
LEF1	DNMT1	0.0018451998475939035
SOX2	NCOA6	0.0018450389616191387
FOXP1	S1PR3	0.0018439890118315816
HAND2	RFXANK	0.0018438660772517323
LEF1	NDC80	0.0018435801612213254
EZH2	TRAPPC8	0.0018431305652484298
BCL11A	ANKRD28	0.0018423562869429586
SOX2	LRRCC1	0.001840603072196245
LEF1	WWTR1	0.0018404910806566481
OTX2	TP53INP1	0.00184024078771472
KLF5	TCOF1	0.0018402342684566972
GATA2	SKA3	0.0018398212268948555
OTX2	CYP1B1	0.001839731354266405
KLF5	DAXX	0.0018394846701994536
LEF1	RNPS1	0.0018392695346847177
GATA6	AFF4	0.001839247299358249
TCF4	DDHD2	0.0018384128343313926
EGR1	WNT5A	0.001836964976973832
GATA2	SNX16	0.0018368577584624288
EGR1	LIFR	0.0018356285290792587
EGR1	NFIB	0.0018354101339355113
GATA2	PELI2	0.0018353712512180211
LEF1	DACH1	0.0018352634506300085
SNAI2	GTF2H2	0.0018342717085033653
KLF5	DKK4	0.001834142371080816
EZH2	DAB2	0.0018337378278374672
SOX17	GYPE	0.0018333960324525835
SOX17	TTC27	0.0018326810095459227
EGR1	BCAR3	0.001832254929468036
SNAI2	BCAR3	0.0018322335090488195
EZH2	PALLD	0.0018320187227800488
KLF5	SLC6A15	0.0018319471273571253
GATA2	SNAPC3	0.0018319399096071718
LEF1	POU2F1	0.0018317904323339464
GATA6	POU2F2	0.0018317629583179949
SNAI2	ODC1	0.001831640256568789
OTX2	HPRT1	0.0018311602761968968
SOX17	ZNF202	0.0018311213934794066
MXI1	TWIST1	0.001831110450439155
SNAI2	FER	0.0018309161532670262
FOXP1	SEMA3E	0.0018308883300051093
TEAD4	SMAD2	0.0018306198762729766
SOX17	BCL11B	0.0018298251088708641
OTX2	NFATC1	0.0018294166075065725
GATA2	RNF14	0.0018289880827069285
KLF5	FUS	0.0018288684077560906
HAND2	APBB1	0.0018287405837327238
GATA6	MAPK10	0.001828563981689513
DNMT3B	NR0B1	0.001828349893912673
MLLT3	DECR1	0.0018276125192642208
HAND2	KIF15	0.0018266019178554414
FOXH1	NIPSNAP3A	0.0018264559330418704
GATA2	FUS	0.001826426945626736
SMAD2	NDUFC2-KCTD14	0.0018261511577293281
HAND2	PDGFRA	0.0018257767660543325
SMAD2	ANKRD1	0.001825165119953453
GATA6	NTS	0.001824985258281231
HAND2	TJP2	0.0018248773412778974
HAND2	ANKRD6	0.0018245732644572852
BCL11A	TCF19	0.0018245350802317266
KLF5	MANEA	0.0018227753462269907
GATA4	QPCT	0.0018227093387395144
SOX2	SF1	0.001822380465455353
KLF5	NIPSNAP3A	0.0018223191145807505
BCL11A	RGPD2	0.0018219758057966828
OTX2	BCAR3	0.0018218249315395953
SOX17	ZEB1	0.0018214881420135496
EGR1	RAD51	0.0018211172427982085
KLF5	TP53INP1	0.001820497796870768
MXI1	ERBB4	0.0018203642684966328
SOX2	TSPAN12	0.0018203118816018105
FOXP1	CYP26A1	0.0018202960491180422
GATA2	UTP15	0.001820062636397779
FOXP1	MSX1	0.0018195053562521935
MXI1	MED16	0.0018192251445725558
GATA2	MCM6	0.0018189313123002648
SNAI2	KIAA1324L	0.0018188259564340112
LEF1	TADA1	0.0018187849782407286
GATA6	GPR83	0.0018182393396273253
GATA2	RNPS1	0.0018181174527853727
SOX17	TJP2	0.0018174576107412575
GATA6	ZNF488	0.0018171228002756836
SNAI2	SIRT1	0.0018168508540838961
BCL11A	OXTR	0.001816779957152903
BCL11A	CEP55	0.001816264004446566
JUND	TRIM22	0.0018161605112254622
SNAI2	ARHGAP42	0.0018154929857701065
MXI1	MCC	0.001814299845136702
OTX2	DDX54	0.0018142336048185823
ZFP42	HTRA1	0.0018139176536351442
BCL11A	TRIM25	0.0018134505953639746
KLF5	WDR3	0.001813261304050684
MXI1	KRCC1	0.001812832779251039
SNAI2	ANKRD6	0.001812799950130284
LEF1	NUP54	0.0018124576890841129
EGR1	NOL11	0.0018122190376743676
MXI1	MYOF	0.001812147442251444
FOXH1	EGF	0.0018116497667506335
MLLT3	UBTF	0.0018107525538653133
KLF5	KAT7	0.0018104226328432558
MLLT3	TDRD7	0.0018102036556228995
MXI1	CLGN	0.001809960580430925
TCF4	RFXANK	0.0018098350847139952
ZFP42	ISL1	0.0018097206484526398
OTX2	RNF19A	0.0018093362450599673
SOX17	HLA-DRB1	0.0018093024846166368
MXI1	TCF7L1	0.0018086085328832267
ZFP42	ERBB4	0.0018084752373397352
SOX2	SUPT16H	0.0018081007292494176
SMAD2	TRERF1	0.0018079029396176336
EGR1	CER1	0.0018077517161145808
MLLT3	DDX54	0.0018076226115226746
SNAI2	SKA3	0.001807102817110717
TCF4	CCNE2	0.0018067329656332727
KLF5	NAP1L3	0.0018066691700369122
GATA6	LRRCC1	0.001806393614970148
FOXH1	RNF19A	0.0018059945432469247
SNAI2	NDC80	0.001805765088647604
OTX2	ALYREF	0.0018042956944555046
GATA2	SRSF2	0.001804234925657511
FOXH1	ITPR2	0.0018039295682683585
MLLT3	SMAD6	0.0018037655390799048
SOX2	SH3RF1	0.0018034701934084296
MLLT3	SEMA3E	0.001803258084692061
HAND2	DYNC1I1	0.0018029663478955624
SOX17	MECOM	0.001802743412554264
GATA6	TWIST1	0.0018026143079623578
SOX2	ZNF521	0.0018024755408987407
EZH2	TFAP2A	0.001802304992452264
MXI1	SERHL2	0.0018017732072621586
KLF5	KDR	0.0018017666880041359
KLF5	TRIM27	0.001801509992219508
FOXP1	BAG3	0.0018013295484706762
GATA4	SERTAD2	0.0018010243074968453
FOXH1	ANKRD50	0.0018006588798016308
GATA4	TRERF1	0.001799212652258575
KLF5	HMGN2	0.0017990238266065715
SOX2	SPIB	0.0017989539774134753
FOXH1	HOPX	0.0017989503685384989
SOX17	TMEM131	0.001798737677745521
BCL11A	MME	0.0017977691022679212
KLF5	LGALSL	0.0017977036768570542
MLLT3	DCLK1	0.0017973729409277441
GATA2	APEX1	0.001795632881112397
EOMES	FOXJ1	0.0017954468494281173
MLLT3	EGF	0.0017950737383216622
MLLT3	ERCC6L	0.0017948036547750235
MXI1	ETV1	0.0017943931743502613
GATA2	RBFOX2	0.0017943474231287835
SOX17	ANKRD26	0.0017940312391147015
SOX17	LZTS1	0.0017935775686055422
SNAI2	ASXL1	0.0017935732612386344
LEF1	LIFR	0.0017932320479303598
GATA6	ZFHX3	0.001793091418221593
SNAI2	ZNF219	0.001792288850992918
HAND2	PLK2	0.0017922408878803253
GATA2	MBIP	0.0017919178353622556
DNMT3B	HESX1	0.0017916449578478935
EGR1	TMOD1	0.0017914024647325273
GATA6	SLC36A4	0.0017907794099301102
FOXH1	ITM2A	0.0017906833672896028
SOX2	SSB	0.00179052772000432
LEF1	DDHD2	0.0017902613617479801
GATA4	APC	0.001790192909538746
GATA2	SNRPB	0.0017888641450554132
MXI1	DCLK1	0.001788757974281907
KLF5	MCM5	0.0017881379462778566
MXI1	CASD1	0.0017878432990983129
LEF1	DMBX1	0.001787520130164921
GATA2	RAD51AP1	0.0017872592434287073
MXI1	PGR	0.0017871721647679806
SOX2	MANEA	0.0017866761190816762
SOX2	ZNF24	0.0017859631916508079
GATA2	TLE3	0.001785534666851163
FOXP1	PPT2	0.0017854564357548952
TCF4	ESRP1	0.0017853208119049668
ZFP42	LMO3	0.0017852565506473184
SOX17	APC	0.001784965745173395
GATA4	HMGA1	0.0017848943825811148
KLF5	FOXP1	0.0017848439747467637
SOX17	GLIPR2	0.001784705207683146
SOX17	DPYSL3	0.0017834544414654374
GATA4	OAS1	0.0017834105528891087
TCF4	CHL1	0.0017833738820627332
TCF4	ID1	0.0017830936703830953
MXI1	APOBEC3C	0.0017828521085903046
EZH2	AFF4	0.0017827445408329368
LEF1	SMARCD1	0.0017813345184549691
KLF5	SPP1	0.001781277940608561
KLF5	PTGR1	0.0017811250872910023
BCL11A	CER1	0.0017799792112782598
FOXP1	LIMD1	0.001778875826857984
EZH2	MYOF	0.00177839829120785
GATA3	SERHL2	0.0017779602203518152
FOXP1	SOX3	0.0017770474078133702
GATA2	ANKRD28	0.001776526449248195
STAT3	FLRT3	0.001776406308636069
SOX17	LEF1	0.0017762628849595785
KLF5	TIMP3	0.0017759957117959855
LEF1	ZFPM2	0.0017756622983142734
GATA2	BTG2	0.0017756116576492784
MXI1	ITM2A	0.0017744196811690927
KLF5	PRMT6	0.0017741163028404112
OTX2	ETS1	0.0017740072216838598
KLF5	AMIGO2	0.0017733810236677527
KLF5	ERCC6L	0.0017726676305755973
OTX2	ATG4C	0.0017715566791594026
SOX2	CCNB2	0.0017714599380269649
SOX17	ATP2B4	0.0017712897388264535
GATA4	DKK4	0.0017709211679175496
KLF5	CAP2	0.0017708828672766683
FOXH1	COL4A6	0.0017702678451314566
GATA2	ANKRD13C	0.0017699945019558074
SNAI2	CCDC138	0.0017699400195851922
EGR1	SMAD5	0.0017697453731670976
SNAI2	GINS2	0.001769712078385055
FOXH1	ANKMY2	0.0017691698158159852
SOX2	VPS13C	0.0017690175445750356
EZH2	UNC5C	0.001768660033121705
GATA2	POLR2G	0.0017685815691947933
OTX2	NXT2	0.0017683617770671844
KLF5	HPRT1	0.0017680695746093988
MLLT3	TCEA1	0.00176684046164155
MXI1	NDC80	0.0017664597835391762
GATA3	ARFGAP3	0.0017640879377722738
FOXP1	WLS	0.0017639517318457363
BCL11A	ANKRD6	0.0017639234429225323
KLF5	SEMA5A	0.001763565465807915
GATA6	PELI2	0.0017634890973567965
SNAI2	ZNF142	0.0017633531242609024
FOXP1	CDCA8	0.0017631428781896827
LEF1	KAT6A	0.0017624853644520046
LEF1	ASS1	0.0017618194688111546
LEF1	ZNF146	0.0017616825643926859
LEF1	ZHX3	0.0017612207448109984
TCF4	GPSM2	0.0017609824426472187
LEF1	POLR2I	0.001760014216415584
FOXP1	LHX1	0.0017600125866010785
LEF1	PMAIP1	0.0017591941868886352
SNAI2	UHRF1	0.001759156584739685
SNAI2	MAPK10	0.0017589989583939314
JUND	HAND2	0.0017588658956810832
LEF1	ILF2	0.0017573561053723095
LEF1	ZFP42	0.0017566054593771696
OTX2	CALCOCO1	0.0017563148867338894
HAND2	MYBBP1A	0.0017562746070325375
SNAI2	DPH2	0.0017557422397658227
SNAI2	PHF21A	0.0017556968377903106
KLF5	SLC19A2	0.001755639910697937
GATA4	PNPLA8	0.0017545938026160002
LEF1	EZH2	0.0017545914743095634
SNAI2	SNAPC3	0.0017539564287289975
BCL11A	TMSB15B	0.001753403223119676
OTX2	MSX1	0.0017531183548271654
MXI1	SYNC	0.0017525482689961789
GATA2	CBX3	0.0017520921537652614
FOXH1	SNX14	0.0017520159017294645
FOXH1	TEAD1	0.0017516585066914556
GATA3	EGR1	0.0017513231141492724
SOX2	EPB41L3	0.001751320669427514
BCL11A	SERPINE2	0.001750729512423277
GATA6	ARNT2	0.001750639290548861
MLLT3	E2F4	0.0017505905125290153
EZH2	TEAD4	0.0017505709547549484
LEF1	BTBD10	0.0017492636106908321
FOXP1	GATA6	0.001749077346175909
MLLT3	RPP40	0.0017490251921117306
MXI1	PARN	0.001748504233546555
SOX17	PNPLA8	0.0017482171533629296
BCL11A	MYBL2	0.0017480663955211642
OTX2	THAP9	0.0017478312365710735
EZH2	MEF2D	0.0017476166831329465
MXI1	NXT2	0.0017472251784056425
LEF1	MCM3	0.0017471677856519818
GATA2	SMG6	0.0017470897873863578
EZH2	BCAR3	0.0017467144643887875
BCL11A	EGF	0.001745811547152698
EZH2	TRIM25	0.0017445383127778769
KLF5	HOMER1	0.0017436784692108633
LEF1	POLR3E	0.0017435710178688169
SMAD2	SOX17	0.0017429448198527098
OTX2	TMEM64	0.0017420956864953039
GATA4	SATB2	0.001741694752126932
GATA6	PLAU	0.0017415446927770972
MXI1	CEP85L	0.0017415324691683054
GATA6	MLLT6	0.001741180079989135
KLF5	ETV1	0.001741053187288344
BCL11A	SERTAD2	0.0017410463187843561
TCF4	ZNF239	0.0017409666907042265
MXI1	RFESD	0.0017403601668775082
TCF4	PIK3R5	0.001740058301948011
SOX17	PITX2	0.0017399558564648032
SNAI2	XRCC6	0.0017387173138558865
OTX2	FAM135A	0.0017386871622875333
BCL11A	DECR1	0.0017381346551701429
KLF5	DDX54	0.0017375138122588394
MLLT3	PLXNA2	0.0017364784143865108
SOX2	VAMP7	0.0017363686347380278
GATA2	PNPLA8	0.0017356252064928412
OTX2	TTK	0.0017352651339024305
OTX2	SUPT16H	0.0017344108782708645
EGR1	DLC1	0.0017341446364298465
LEF1	WDR12	0.0017340575577691195
SOX2	SNRPD1	0.0017332208808511493
HAND2	ZNF142	0.0017329916590824725
EZH2	NUAK1	0.0017317761667072773
SOX17	PFKFB2	0.0017316860612481833
KLF5	YBX1	0.001731598982587457
SOX17	TTK	0.0017314672004431484
MXI1	CRHBP	0.0017310013063251972
KLF5	CHEK2	0.001730790943838656
SOX17	ATF6	0.0017285192152485251
LEF1	EGR1	0.0017282722983509302
BCL11A	RBFOX2	0.0017281931359320881
SOX2	AGPAT5	0.0017281698528677225
GATA2	NCOA6	0.0017272732220590115
KLF5	UBTF	0.0017272516852244735
SOX17	HOMER1	0.0017272124532610178
